topic_no,title_x,title_y,articleType_x,articleType_y,score
362,"Officials: Trucker indicted, could face death penalty after 10 migrants die in smuggling incident",Prosecutors ask immigrants from stifling truck to be witnesses in smuggling case,Post Nation,Immigration,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"NHTSA issues recall, urgent warning on defective air bags",Transportation,Politics,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Flawed Takata air bags in 34 million vehicles lead to biggest recall in history,Transportation,Business,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"U.S. regulators hit Honda with record fine of $70 million for unreported deaths, injuries",Transportation,Transportation,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Texas teen becomes 10th victim of an exploding Takata airbag,Transportation,Gridlock,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Carfax figures indicate an ‘alarming number’ of recalled cars are sold without being fixed,Transportation,Business,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"The best of times, and worst of times, for America’s auto industry",Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,A roundup of news from across the nation,Transportation,Politics,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,General Motors legal team comes under fire at Senate hearing,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Next Day’s News: Immigration, airbag recalls and more",Transportation,WashPost PR Blog,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Risk council declares MetLife too big to fail,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Gunmaker Colt files for Chapter 11 bankruptcy protection,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,The Eric Garner case is not an argument against body cameras,Transportation,Wonkblog,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Next Day’s News: Obama immigration announcement, Ferguson grand jury watch, and more",Transportation,WashPost PR Blog,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Toyota recalls 6.4 million vehicles worldwide over air bags, seat rails, steering or wipers",Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Defective air bags raise questions about automakers’ ability to handle gigantic recall,Transportation,Business,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Senate panel grills manufacturer of defective air bags,Transportation,Transportation,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Takata air bags still the biggest auto recall in history,Transportation,Gridlock,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"House passes repeal of estate tax, but veto vow makes it dead on arrival",Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,More than one in every 10 vehicles on the road has been recalled since January,Transportation,Wonkblog,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Watchdog group says review identified 303 deaths in GM cars with undeployed air-bags,Transportation,Business,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,One in seven U.S. cars just got recalled. Here’s what to do if one of them is yours,Transportation,The Switch,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"An additional 3 million vehicles may have defective air bags, NHTSA says",Transportation,Gridlock,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Moisture seeping into air-bag inflater is causing failure, researchers say",Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"NHTSA says air-bag explosions killed 8, injured 98; UAW ratifies Fiat deal",Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Safety delays over faulty air bags,Transportation,The Post's View,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,U.S. agency forecasts gasoline prices under $3 in 2015,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"World’s largest air-bag maker hit with $14,000 a day federal fine",Transportation,Transportation,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Japan’s three biggest automakers widen global recall of air bags,Transportation,Business,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Automakers recalling vehicles; foreclosure notices up in Md., down nationally",Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Federal regulator demands recall of deadly air bags, threatens $7,000-per-vehicle fine",Transportation,Transportation,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,It’s the worst year ever for auto recalls. Why are so many dangerous cars still on the road?,Transportation,Wonkblog,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Government warns counterfeit auto air bags hitting U.S. markets,Transportation,Transportation,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Takata on a collision course with federal regulators over nationwide air-bag recall,Transportation,Transportation,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Two million vehicles recalled for air bag fix,Transportation,Politics,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Amid biggest recall in history, Takata still uses chemical some say is flawed",Transportation,Business,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,U.S. regulators order Honda to provide air-bag documents,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Regulators demand massive recall of potentially dangerous air bags,Transportation,Business,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Airbag defect spurs recall of 4.7 million vehicles,Transportation,Gridlock,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Senate panel plans hearing on Takata air-bag troubles,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Why we may be witnessing the beginning of the end of the traditional airbag,Transportation,Innovations,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,A reminder that party leaders aren’t so far apart on immigration and Keystone,Transportation,Wonkblog,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,NHTSA probing Chrysler minivans and SUVs as part of air bag-ignition switch inquiry,Transportation,Business,2
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Head of Minneapolis Fed will step down in 2016,Transportation,Business,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Business roundup: Eighth death in U.S. with link to Takata air bags,Transportation,Business,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Why Takata is so bad at making airbags,Transportation,Morning Mix,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"As defective air bags result in millions of auto recalls, who pays?",Transportation,Transportation,4
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Takata, safety regulators slammed in hearing over deadly air-bag defect",Transportation,Business,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,The Takata air-bag scandal can make us forget this important truth about car safety,Transportation,Wonkblog,16
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,Honda expands Takata air bag recall to all 50 states,Transportation,Transportation,8
397,Some deadly Takata air bags may need to be replaced twice to ensure safety,"Honda says it didn’t report 1,729 claims for death or injury",Transportation,Transportation,8
